,Unnamed: 0,Năm sản xuất,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Động cơ,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Tên xe,Giá xe,Nhãn hiệu,Mẫu xe,Nhiên liệu,Dung tích
4508,5936,2018,Xe đã dùng,45000,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Ford EcoSport Titanium 1.5L AT ,419000000,Ford,EcoSport Titanium 1.5L AT ,Xăng,1.5
4509,5937,2022,Xe đã dùng,40000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu 2.2 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Ford Ranger XLS 2.2L 4x2 AT ,590000000,Ford,Ranger XLS 2.2L 4x2 AT ,Dầu,2.2
4510,5938,2021,Xe đã dùng,63000,Lắp ráp trong nước,Hatchback,Số tay,Xăng 1.25 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Hyundai i10 1.2 MT ,318000000,Hyundai,i10 1.2 MT ,Xăng,1.25
4511,5939,2021,Xe đã dùng,35000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.4 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Kia Seltos Premium 1.4 AT ,599000000,Kia,Seltos Premium 1.4 AT ,Xăng,1.4
4512,5940,2011,Xe đã dùng,90000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.1 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Kia Morning SX 1.1 AT Sport ,195000000,Kia,Morning SX 1.1 AT Sport ,Xăng,1.1
4513,5941,2021,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Kia Cerato 2.0 AT Premium ,535000000,Kia,Cerato 2.0 AT Premium ,Xăng,2.0
4514,5944,2016,Xe đã dùng,75000,Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Xám,Xám,5,5,AWD - 4 bánh toàn thời gian,Jaguar F-Pace Pure ,1600000000,Jaguar,F-Pace Pure ,Xăng,3.0
4515,5945,2021,Xe đã dùng,1739,Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,AWD - 4 bánh toàn thời gian,Volvo S90 Inscription LWB B6 AWD ,1739000000,Volvo,S90 Inscription LWB B6 AWD ,Xăng,2.0
4516,5947,2013,Xe đã dùng,99000,Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Kem,Kem,5,5,AWD - 4 bánh toàn thời gian,BMW X3 xDrive20i ,500000000,BMW,X3 xDrive20i ,Xăng,2.0
4517,5948,2021,Xe đã dùng,40000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.4 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Kia Seltos Luxury 1.4 AT ,615000000,Kia,Seltos Luxury 1.4 AT ,Xăng,1.4
4518,5950,2016,Xe đã dùng,80000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.2 L,Nhiều màu,Nhiều màu,5,4,RFD - Dẫn động cầu sau,Ford Ranger XLS 2.2L 4x2 AT ,429000000,Ford,Ranger XLS 2.2L 4x2 AT ,Dầu,2.2
4519,5951,2018,Xe đã dùng,50000,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios 1.5E MT ,346000000,Toyota,Vios 1.5E MT ,Xăng,1.5
4520,5954,2021,Xe đã dùng,23000,Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Nâu,Nâu,5,5,AWD - 4 bánh toàn thời gian,Volvo XC60 T6 AWD Inscription ,1699000000,Volvo,XC60 T6 AWD Inscription ,Xăng,2.0
4521,5955,2012,Xe đã dùng,99000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Corolla altis 2.0V ,399000000,Toyota,Corolla altis 2.0V ,Xăng,2.0
4522,5956,2013,Xe đã dùng,82000,Lắp ráp trong nước,SUV,Số tự động,Xăng 3.0 L,Đen,Đen,5,5,AWD - 4 bánh toàn thời gian,Mercedes Benz GLK Class GLK300 4Matic ,565000000,Mercedes,Benz GLK Class GLK300 4Matic ,Xăng,3.0
4523,5957,2010,Xe đã dùng,85000,Nhập khẩu,Sedan,Số tự động,Xăng 5.7 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Chrysler 300C 5.7 V8 ,535000000,Chrysler,300C 5.7 V8 ,Xăng,5.7
4524,5958,2022,Xe đã dùng,36000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mazda 3 1.5L Deluxe ,560000000,Mazda,3 1.5L Deluxe ,Xăng,1.5
4525,5959,2007,Xe đã dùng,120000,Nhập khẩu,Van/Minivan,Số tự động,Xăng 3.5 L,Ghi,Ghi,7,5,FWD - Dẫn động cầu trước,Toyota Sienna LE 3.5 ,380000000,Toyota,Sienna LE 3.5 ,Xăng,3.5
4526,5960,2021,Xe đã dùng,22000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Carnival Signature 2.2D ,1229000000,Kia,Carnival Signature 2.2D ,Dầu,2.2
4527,5961,2019,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Honda City 1.5TOP ,440000000,Honda,City 1.5TOP ,Xăng,1.5
4528,5962,2021,Xe đã dùng,25000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Mitsubishi Xpander 1.5 AT ,535000000,Mitsubishi,Xpander 1.5 AT ,Xăng,1.5
4529,5963,2019,Xe đã dùng,56000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C300 AMG ,1179000000,Mercedes,Benz C class C300 AMG ,Xăng,2.0
4530,5964,2011,Xe đã dùng,90000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.8 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C250 ,275000000,Mercedes,Benz C class C250 ,Xăng,1.8
4531,5965,2022,Xe đã dùng,6200,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.4 L,Đỏ,Đỏ,5,5,FWD - Dẫn động cầu trước,VinFast Fadil Tiêu chuẩn 1.4 AT ,382000000,VinFast,Fadil Tiêu chuẩn 1.4 AT ,Xăng,1.4
4532,5969,2015,Xe đã dùng,12883,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios 1.5E ,270000000,Toyota,Vios 1.5E ,Xăng,1.5
4533,5970,2016,Xe đã dùng,120000,Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng 3.3 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Sedona 3.3L GATH ,700000000,Kia,Sedona 3.3L GATH ,Xăng,3.3
4534,5972,2020,Xe đã dùng,21000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Hyundai Tucson 2.0 ATH ,705000000,Hyundai,Tucson 2.0 ATH ,Xăng,2.0
4535,5975,2017,Xe đã dùng,89000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,AWD - 4 bánh toàn thời gian,Mercedes Benz GLC 300 4Matic ,1100000000,Mercedes,Benz GLC 300 4Matic ,Xăng,2.0
4536,5976,2023,Xe đã dùng,4500,Lắp ráp trong nước,SUV,Số tự động,Điện 0.2 L,Nâu,Nâu,7,5,AWD - 4 bánh toàn thời gian,VinFast VF9 Plus ,1180000000,VinFast,VF9 Plus ,Điện,0.2
4537,5977,2021,Xe đã dùng,36000,Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Ford Everest Titanium 2.0L 4x2 AT ,920000000,Ford,Everest Titanium 2.0L 4x2 AT ,Dầu,2.0
4538,5978,2007,Xe đã dùng,0,Lắp ráp trong nước,Bán tải / Pickup,Số tay,Dầu 3.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Isuzu Dmax LS 3.0 4x2 MT ,165000000,Isuzu,Dmax LS 3.0 4x2 MT ,Dầu,3.0
4539,5979,2009,Xe đã dùng,100000,Nhập khẩu,Sedan,Số tự động,Hybrid 3.5 L,Kem,Kem,5,4,RFD - Dẫn động cầu sau,Mercedes Benz S class S400 Hybrid ,720000000,Mercedes,Benz S class S400 Hybrid ,Hybrid,3.5
4540,5980,2016,Xe đã dùng,80000,Nhập khẩu,Sedan,Số tự động,Xăng 3.8 L,Nâu,Nâu,4,4,RFD - Dẫn động cầu sau,Hyundai Genesis 3.8 V6 ,880000000,Hyundai,Genesis 3.8 V6 ,Xăng,3.8
4541,5984,2021,Xe đã dùng,53000,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Nâu,Nâu,7,5,AWD - 4 bánh toàn thời gian,Hyundai SantaFe Cao cấp 2.2L HTRAC ,1095000000,Hyundai,SantaFe Cao cấp 2.2L HTRAC ,Dầu,2.2
4542,5985,2019,Xe đã dùng,73003,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Toyota Vios 1.5E CVT ,405000000,Toyota,Vios 1.5E CVT ,Xăng,1.5
4543,5987,2020,Xe đã dùng,21000,Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Camry 2.0G ,845000000,Toyota,Camry 2.0G ,Xăng,2.0
4544,5988,2020,Xe đã dùng,24000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mazda CX5 2.0 Luxury ,749000000,Mazda,CX5 2.0 Luxury ,Xăng,2.0
4545,5991,2023,Xe đã dùng,18000,Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Ford Everest Sport 2.0L 4x2 AT ,1105000000,Ford,Everest Sport 2.0L 4x2 AT ,Dầu,2.0
4546,5992,2022,Xe đã dùng,6123,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C200 Avantgarde ,1329000000,Mercedes,Benz C class C200 Avantgarde ,Xăng,1.5
4547,5994,2009,Xe đã dùng,133000,Nhập khẩu,Crossover,Số tự động,Xăng 2.0 L,Ghi,Ghi,5,5,FWD - Dẫn động cầu trước,Hyundai Tucson 2.0 AT ,225000000,Hyundai,Tucson 2.0 AT ,Xăng,2.0
4548,5995,2012,Xe đã dùng,150000,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.6 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Hyundai Avante 1.6 MT ,245000000,Hyundai,Avante 1.6 MT ,Xăng,1.6
4549,5996,2009,Xe đã dùng,145000,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.8 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Honda Civic 1.8 MT ,215000000,Honda,Civic 1.8 MT ,Xăng,1.8
4550,5997,2019,Xe đã dùng,42000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Hyundai Kona 2.0 ATH ,519000000,Hyundai,Kona 2.0 ATH ,Xăng,2.0
4551,5998,2020,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.4 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Hyundai Accent 1.4 AT ,419000000,Hyundai,Accent 1.4 AT ,Xăng,1.4
4552,6000,2013,Xe đã dùng,68000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mazda CX5 2.0 AT ,458000000,Mazda,CX5 2.0 AT ,Xăng,2.0
4553,6001,2019,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios 1.5G ,439000000,Toyota,Vios 1.5G ,Xăng,1.5
4554,6002,2020,Xe đã dùng,35000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.25 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Kia Morning Luxury ,335000000,Kia,Morning Luxury ,Xăng,1.25
4555,6003,2020,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Hyundai Elantra 2.0 AT ,525000000,Hyundai,Elantra 2.0 AT ,Xăng,2.0
4556,6004,2017,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Honda City 1.5 AT ,359000000,Honda,City 1.5 AT ,Xăng,1.5
4557,6006,2022,Xe đã dùng,17000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Mitsubishi Xpander Premium 1.5 AT ,615000000,Mitsubishi,Xpander Premium 1.5 AT ,Xăng,1.5
4558,6007,2004,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tay,Xăng 2.0 L,Nâu,Nâu,5,4,FWD - Dẫn động cầu trước,Mazda 6 2.0 MT ,135000000,Mazda,6 2.0 MT ,Xăng,2.0
4559,6008,2008,Xe đã dùng,125180,Lắp ráp trong nước,Crossover,Số tay,Xăng 2.0 L,Ghi,Ghi,7,5,FWD - Dẫn động cầu trước,Chevrolet Vivant CDX MT ,115000000,Chevrolet,Vivant CDX MT ,Xăng,2.0
4560,6009,2017,Xe đã dùng,100000,Lắp ráp trong nước,Hatchback,Số tay,Xăng 1.25 L,Ghi,Ghi,5,5,FWD - Dẫn động cầu trước,Kia Morning EX ,188000000,Kia,Morning EX ,Xăng,1.25
4561,6010,2019,Xe đã dùng,75000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Sorento 2.4 GAT Deluxe ,568000000,Kia,Sorento 2.4 GAT Deluxe ,Xăng,2.4
4562,6011,2016,Xe đã dùng,12000,Lắp ráp trong nước,Crossover,Số tay,Xăng 2.0 L,Ghi,Ghi,8,5,RFD - Dẫn động cầu sau,Toyota Innova 2.0E ,399000000,Toyota,Innova 2.0E ,Xăng,2.0
4563,6013,2015,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Vios 1.5E ,218000000,Toyota,Vios 1.5E ,Xăng,1.5
4564,6014,2017,Xe đã dùng,59000,Nhập khẩu,SUV,Số tự động,Xăng 2.7 L,Kem,Kem,7,5,4WD - Dẫn động 4 bánh,Toyota Prado TXL 2.7L ,1450000000,Toyota,Prado TXL 2.7L ,Xăng,2.7
4565,6015,2015,Xe đã dùng,114000,Nhập khẩu,SUV,Số tự động,Xăng 2.0 L,Kem,Kem,7,5,AWD - 4 bánh toàn thời gian,Volvo XC90 T6 2.0 AT ,1450000000,Volvo,XC90 T6 2.0 AT ,Xăng,2.0
4566,6016,2020,Xe đã dùng,58000,Nhập khẩu,Crossover,Số tự động,Xăng 1.5 L,Ghi,Ghi,5,5,FWD - Dẫn động cầu trước,MG ZS Standard 1.5 AT 2WD ,395000000,MG,ZS Standard 1.5 AT 2WD ,Xăng,1.5
4567,6017,2009,Xe đã dùng,120000,Nhập khẩu,Hatchback,Số tay,Xăng 1.1 L,Bạc,Bạc,5,5,FWD - Dẫn động cầu trước,Hyundai Getz 1.1 MT ,115000000,Hyundai,Getz 1.1 MT ,Xăng,1.1
4568,6018,2020,Xe đã dùng,52000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.6 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Hyundai Kona 1.6 Turbo ,556000000,Hyundai,Kona 1.6 Turbo ,Xăng,1.6
4569,6019,2016,Xe đã dùng,16000,Lắp ráp trong nước,Hatchback,Số tay,Xăng 1.25 L,Nâu,Nâu,5,5,FWD - Dẫn động cầu trước,Kia Morning LX ,168000000,Kia,Morning LX ,Xăng,1.25
4570,6020,2019,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Mitsubishi Outlander 2.0 CVT Premium ,740000000,Mitsubishi,Outlander 2.0 CVT Premium ,Xăng,2.0
4571,6021,2021,Xe đã dùng,35000,Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Ford Everest Titanium 2.0L 4x2 AT ,960000000,Ford,Everest Titanium 2.0L 4x2 AT ,Dầu,2.0
4572,6022,2022,Xe đã dùng,28000,Lắp ráp trong nước,Crossover,Số tự động,Điện 0.1 L,Ghi,Ghi,5,5,FWD - Dẫn động cầu trước,VinFast VF e34 AT ,495000000,VinFast,VF e34 AT ,Điện,0.1
4573,6023,2020,Xe đã dùng,15000,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu 2.2 L,Đen,Đen,5,4,4WD - Dẫn động 4 bánh,Mazda BT50 Standard 2.2L 4x4 MT ,415000000,Mazda,BT50 Standard 2.2L 4x4 MT ,Dầu,2.2
4574,6024,2018,Xe đã dùng,29000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E200 ,1099000000,Mercedes,Benz E class E200 ,Xăng,2.0
4575,6025,2018,Xe đã dùng,120000,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios 1.5E MT ,350000000,Toyota,Vios 1.5E MT ,Xăng,1.5
4576,6026,2018,Xe đã dùng,57000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.4 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Hyundai Accent 1.4 ATH ,415000000,Hyundai,Accent 1.4 ATH ,Xăng,1.4
4577,6027,2022,Xe đã dùng,9900,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E180 ,1619000000,Mercedes,Benz E class E180 ,Xăng,1.5
4578,6029,2022,Xe đã dùng,15000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.25 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Hyundai i10 1.2 AT ,395000000,Hyundai,i10 1.2 AT ,Xăng,1.25
4579,6030,2009,Xe đã dùng,90000,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.8 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Honda Civic 1.8 MT ,230000000,Honda,Civic 1.8 MT ,Xăng,1.8
4580,6031,2013,Xe đã dùng,80000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Camry 2.5Q ,510000000,Toyota,Camry 2.5Q ,Xăng,2.5
4581,6033,2023,Xe đã dùng,9999,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Nhiều màu,Nhiều màu,5,5,FWD - Dẫn động cầu trước,Ford Territory Titanium X 1.5 AT ,885000000,Ford,Territory Titanium X 1.5 AT ,Xăng,1.5
4582,6034,2021,Xe đã dùng,10000,Nhập khẩu,SUV,Số tự động,Xăng 1.8 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Toyota Corolla Cross 1.8V ,780000000,Toyota,Corolla Cross 1.8V ,Xăng,1.8
4583,6035,2006,Xe đã dùng,8000,Nhập khẩu,Sedan,Số tự động,Xăng 3.3 L,Ghi,Ghi,5,4,FWD - Dẫn động cầu trước,Lexus ES 330 ,360000000,Lexus,ES 330 ,Xăng,3.3
4584,6036,2020,Xe đã dùng,27000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.4 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Kia Soluto 1.4 AT Deluxe ,335000000,Kia,Soluto 1.4 AT Deluxe ,Xăng,1.4
4585,6037,2023,Xe đã dùng,13000,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Toyota Veloz Cross 1.5 CVT ,622000000,Toyota,Veloz Cross 1.5 CVT ,Xăng,1.5
4586,6039,2018,Xe đã dùng,86000,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Ford EcoSport Titanium 1.5L AT ,415000000,Ford,EcoSport Titanium 1.5L AT ,Xăng,1.5
4587,6042,2020,Xe đã dùng,48000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Kem,Kem,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C200 Exclusive ,1180000000,Mercedes,Benz C class C200 Exclusive ,Xăng,2.0
4588,6043,2016,Xe đã dùng,5000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C200 ,699000000,Mercedes,Benz C class C200 ,Xăng,2.0
4589,6044,2021,Xe đã dùng,19000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.6 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Hyundai Elantra 1.6 AT ,538000000,Hyundai,Elantra 1.6 AT ,Xăng,1.6
4590,6045,2021,Xe đã dùng,50000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Mitsubishi Xpander 1.5 AT ,498000000,Mitsubishi,Xpander 1.5 AT ,Xăng,1.5
4591,6046,2018,Xe đã dùng,44000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E200 ,1099000000,Mercedes,Benz E class E200 ,Xăng,2.0
4592,6047,2019,Xe đã dùng,15000,Lắp ráp trong nước,Hatchback,Số tay,Xăng 1.25 L,Cát,Cát,5,5,FWD - Dẫn động cầu trước,Kia Morning MT ,190000000,Kia,Morning MT ,Xăng,1.25
4593,6049,2005,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tay,Xăng 2.0 L,Kem,Kem,8,5,RFD - Dẫn động cầu sau,Mitsubishi Jolie SS ,100000000,Mitsubishi,Jolie SS ,Xăng,2.0
4594,6050,2018,Xe đã dùng,56000,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Ford EcoSport Titanium 1.5L AT ,420000000,Ford,EcoSport Titanium 1.5L AT ,Xăng,1.5
4595,6051,2011,Xe đã dùng,60000,Nhập khẩu,Sedan,Số tay,Xăng 1.6 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Daewoo Lacetti SE ,235000000,Daewoo,Lacetti SE ,Xăng,1.6
4596,6052,2020,Xe đã dùng,40000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mazda 3 1.5L Luxury ,575000000,Mazda,3 1.5L Luxury ,Xăng,1.5
4597,6053,2019,Xe đã dùng,47000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mazda 3 1.5L Luxury ,489000000,Mazda,3 1.5L Luxury ,Xăng,1.5
4598,6054,2018,Xe đã dùng,91000,Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng 3.3 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Sedona Platinum G ,720000000,Kia,Sedona Platinum G ,Xăng,3.3
4599,6055,2021,Xe đã dùng,38000,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Nâu,Nâu,7,5,AWD - 4 bánh toàn thời gian,Hyundai SantaFe Cao cấp 2.2L HTRAC ,1179000000,Hyundai,SantaFe Cao cấp 2.2L HTRAC ,Dầu,2.2
4600,6056,2020,Xe đã dùng,39000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.6 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Kia Cerato 1.6 AT Luxury ,499000000,Kia,Cerato 1.6 AT Luxury ,Xăng,1.6
4601,6058,2017,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.6 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Kia Cerato 1.6 AT ,425000000,Kia,Cerato 1.6 AT ,Xăng,1.6
4602,6059,2023,Xe đã dùng,18000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Ford Ranger XLS 2.0L 4x2 AT ,655000000,Ford,Ranger XLS 2.0L 4x2 AT ,Dầu,2.0
4603,6061,2004,Xe đã dùng,120000,Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,BMW 3 Series 318i Sport ,185000000,BMW,3 Series 318i Sport ,Xăng,2.0
4604,6062,2018,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.6 L,Màu khác,Màu khác,5,4,FWD - Dẫn động cầu trước,Kia Cerato 1.6 MT ,330000000,Kia,Cerato 1.6 MT ,Xăng,1.6
4605,6063,2005,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.5 L,Màu khác,Màu khác,5,4,FWD - Dẫn động cầu trước,Toyota Vios Limo ,99000000,Toyota,Vios Limo ,Xăng,1.5
4606,6064,2020,Xe đã dùng,35500,Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7,5,4WD - Dẫn động 4 bánh,Ford Everest Titanium 2.0L 4x4 AT ,1020000000,Ford,Everest Titanium 2.0L 4x4 AT ,Dầu,2.0
4607,6065,2023,Xe đã dùng,4400,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Toyota Veloz Cross Top 1.5 CVT ,655000000,Toyota,Veloz Cross Top 1.5 CVT ,Xăng,1.5
4608,6066,2023,Xe đã dùng,7000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Ford Ranger XLS 2.0L 4x2 AT ,670000000,Ford,Ranger XLS 2.0L 4x2 AT ,Dầu,2.0
4609,6067,2007,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.4 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Camry 2.4G ,275000000,Toyota,Camry 2.4G ,Xăng,2.4
4610,6068,2020,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.6 L,Vàng,Vàng,5,4,FWD - Dẫn động cầu trước,Kia Cerato 1.6 AT Deluxe ,465000000,Kia,Cerato 1.6 AT Deluxe ,Xăng,1.6
